Core	coretype	sampler	depth	mass	%2mm	water	wetden	dryden	om	carb
00-Grn(Com)	vibracore	syringe	154.5	0.87	0	43.36	1.54	0.87	4.41	NA
00-Grn(Com)	vibracore	syringe	155.5	0.9	0	42.66	1.57	0.9	4.17	NA
00-Grn(Com)	vibracore	syringe	156.5	1.17	0	31.06	1.7	1.17	2.58	NA
00-Grn(Com)	vibracore	syringe	157.5	1.22	0	32.35	1.8	1.22	2.75	NA
00-Grn(Com)	vibracore	syringe	158.5	1.18	0	32.92	1.76	1.18	2.85	NA
00-Grn(Com)	vibracore	syringe	159.5	1.28	0	29.11	1.81	1.28	2.17	NA
00-Grn(Com)	vibracore	syringe	160.5	1.09	0	36.47	1.71	1.09	3.26	NA
00-Grn(Com)	vibracore	syringe	161.5	1.07	0	37.08	1.7	1.07	3.21	NA
00-Grn(Com)	vibracore	syringe	162.5	1.15	0	33.8	1.73	1.15	2.84	NA
00-Grn(Com)	vibracore	syringe	163.5	1.14	0	32.81	1.69	1.14	2.8	NA
00-Grn(Com)	vibracore	syringe	164.5	1.15	0	33.96	1.74	1.15	2.93	NA
00-Grn(Com)	vibracore	syringe	165.5	1.26	0	30.69	1.82	1.26	2.32	NA
00-Grn(Com)	vibracore	syringe	166.5	1.16	0	33.04	1.73	1.16	2.69	NA
00-Grn(Com)	vibracore	syringe	167.5	1.14	0	34.22	1.74	1.14	2.82	NA
00-Grn(Com)	vibracore	syringe	168.5	1.23	0	30.49	1.77	1.23	2.24	NA
00-Grn(Com)	vibracore	syringe	169.5	1.46	0	25.47	1.96	1.46	1.75	NA
00-Grn(Com)	vibracore	syringe	170.5	1.23	0	30.07	1.76	1.23	2.58	NA
00-Grn(Com)	vibracore	syringe	171.5	1.24	0	30.89	1.79	1.24	1.84	NA
00-Grn(Com)	vibracore	syringe	172.5	1.26	0	30.81	1.82	1.26	1.92	NA
00-Grn(Com)	vibracore	syringe	173.5	1.12	0	35.12	1.72	1.12	3.01	NA
00-Grn(Com)	vibracore	syringe	174.5	1.19	0	31	1.73	1.19	2.07	NA
00-Grn(Com)	vibracore	syringe	175.5	1.21	0	30.47	1.74	1.21	1.75	NA
00-Grn(Com)	vibracore	syringe	176.5	1.14	0	31.97	1.67	1.14	2.21	NA
00-Grn(Com)	vibracore	syringe	177.5	1.16	0	32.15	1.71	1.16	2.35	NA
00-Grn(Com)	vibracore	syringe	178.5	1.19	0	31.51	1.74	1.19	2.22	NA
00-Grn(Com)	vibracore	syringe	179.5	1.19	0	31.44	1.73	1.19	2.27	NA
00-Grn(Com)	vibracore	syringe	180.5	1.22	0	30.75	1.76	1.22	2.37	NA
00-Grn(Com)	vibracore	syringe	181.5	1.15	0	31.64	1.69	1.15	2.64	NA
00-Grn(Com)	vibracore	syringe	182.5	1.17	0	31.87	1.72	1.17	2.75	NA
00-Grn(Com)	vibracore	syringe	183.5	1.15	0	32.77	1.72	1.15	2.72	NA
00-Grn(Com)	vibracore	syringe	184.5	1.29	0	29.43	1.83	1.29	2.22	NA
00-Grn(Com)	vibracore	syringe	185.5	1.25	0	29.83	1.79	1.25	2.2	NA
00-Grn(Com)	vibracore	syringe	186.5	1.15	0	33.75	1.74	1.15	2.67	NA
00-Grn(Com)	vibracore	syringe	187.5	1.12	0	34.26	1.71	1.12	2.92	NA
00-Grn(Com)	vibracore	syringe	188.5	1.12	0	34.42	1.7	1.12	2.97	NA
00-Grn(Com)	vibracore	syringe	189.5	1.12	0	33.25	1.67	1.12	2.74	NA
00-Grn(Com)	vibracore	syringe	190.5	1.09	0	34.92	1.67	1.09	3.24	NA
00-Grn(Com)	vibracore	syringe	191.5	1.04	0	35.53	1.61	1.04	3.2	NA
00-Grn(Com)	vibracore	syringe	192.5	1.05	0	36.41	1.66	1.05	3.33	NA
00-Grn(Com)	vibracore	syringe	193.5	1.14	0	34.02	1.72	1.14	3.04	NA
00-Grn(Com)	vibracore	syringe	194.5	1.1	0	35.33	1.7	1.1	3.27	NA
00-Grn(Com)	vibracore	syringe	195.5	1.03	0	36.35	1.62	1.03	3.43	NA
00-Grn(Com)	vibracore	syringe	196.5	1.01	0	38.39	1.64	1.01	3.73	NA
00-Grn(Com)	vibracore	syringe	197.5	1.02	0	37.34	1.63	1.02	3.58	NA
00-Grn(Com)	vibracore	syringe	198.5	1.03	0	37.29	1.64	1.03	3.5	NA
00-Grn(Com)	vibracore	syringe	199.5	1.03	0	36.51	1.62	1.03	3.3	NA
00-Grn(Com)	vibracore	syringe	200.5	1	0	38.36	1.62	1	3.28	NA
00-Grn(Com)	vibracore	syringe	201.5	1.07	0	36.85	1.7	1.07	3.08	NA
00-Grn(Com)	vibracore	syringe	202.5	0.99	0	39.4	1.64	0.99	3.53	NA
00-Grn(Com)	vibracore	syringe	203.5	1.08	0	36.4	1.69	1.08	3.28	NA
00-Grn(Com)	vibracore	syringe	204.5	1.04	0	34.26	1.58	1.04	3.11	NA
00-Grn(Com)	vibracore	syringe	205.5	1.17	0	33.51	1.76	1.17	2.8	NA
00-Grn(Com)	vibracore	syringe	206.5	1.22	0	31.43	1.78	1.22	2.74	NA
00-Grn(Com)	vibracore	syringe	207.5	1.34	0	29.89	1.92	1.34	2.28	NA
00-Grn(Com)	vibracore	syringe	208.5	1.25	0	30.07	1.79	1.25	2.5	NA
00-Grn(Com)	vibracore	syringe	209.5	1.18	0	30.42	1.69	1.18	2.36	NA
00-Grn(Com)	vibracore	syringe	210.5	1.18	0	30.49	1.69	1.18	2.12	NA
00-Grn(Com)	vibracore	syringe	211.5	1.12	0	33.09	1.67	1.12	2.59	NA
00-Grn(Com)	vibracore	syringe	212.5	1.14	0	33.32	1.7	1.14	2.53	NA
00-Grn(Com)	vibracore	syringe	213.5	1.22	0	31.22	1.77	1.22	2.18	NA
00-Grn(Com)	vibracore	syringe	214.5	1.09	0	35.27	1.68	1.09	2.96	NA
00-Grn(Com)	vibracore	syringe	215.5	1.11	0	33.64	1.68	1.11	2.48	NA
00-Grn(Com)	vibracore	syringe	216.5	1.04	0	36.23	1.63	1.04	2.96	NA
00-Grn(Com)	vibracore	syringe	217.5	1.09	0	34.76	1.67	1.09	2.72	NA
00-Grn(Com)	vibracore	syringe	218.5	1.08	0	34.37	1.65	1.08	2.83	NA
00-Grn(Com)	vibracore	syringe	219.5	1.19	0	31.58	1.74	1.19	2.62	NA
00-Grn(Com)	vibracore	syringe	220.5	1.21	0	30.92	1.75	1.21	2.6	NA
00-Grn(Com)	vibracore	syringe	221.5	1.26	0	30.9	1.82	1.26	2.31	NA
00-Grn(Com)	vibracore	syringe	222.5	1.13	0	34.86	1.73	1.13	2.62	NA
00-Grn(Com)	vibracore	syringe	223.5	1.2	0	31.68	1.75	1.2	2.72	NA
00-Grn(Com)	vibracore	syringe	224.5	1.14	0	33.73	1.72	1.14	2.85	NA
00-Grn(Com)	vibracore	syringe	225.5	1.13	0	33.38	1.7	1.13	3.02	NA
00-Grn(Com)	vibracore	syringe	226.5	1.09	0	35.55	1.7	1.09	3.09	NA
00-Grn(Com)	vibracore	syringe	227.5	1.11	0	34.62	1.69	1.11	2.85	NA
00-Grn(Com)	vibracore	syringe	228.5	1.08	0	36.49	1.7	1.08	3.14	NA
00-Grn(Com)	vibracore	syringe	229.5	1.09	0	34.78	1.68	1.09	3.09	NA
00-Grn(Com)	vibracore	syringe	230.5	1.02	0	37.17	1.62	1.02	3.21	NA
00-Grn(Com)	vibracore	syringe	231.5	1.08	0	35.34	1.68	1.08	3.21	NA
00-Grn(Com)	vibracore	syringe	232.5	1.02	0	39.39	1.68	1.02	3.62	NA
00-Grn(Com)	vibracore	syringe	233.5	1.04	0	37.15	1.66	1.04	3.32	NA
00-Grn(Com)	vibracore	syringe	234.5	1.13	0	34.12	1.72	1.13	2.98	NA
00-Grn(Com)	vibracore	syringe	235.5	1.23	0	30.68	1.77	1.23	2.52	NA
00-Grn(Com)	vibracore	syringe	236.5	1.29	0	29.78	1.83	1.29	2.17	NA
00-Grn(Com)	vibracore	syringe	237.5	1.18	0	32.68	1.75	1.18	2.61	NA
00-Grn(Com)	vibracore	syringe	238.5	1.08	0	35.07	1.67	1.08	2.96	NA
00-Grn(Com)	vibracore	syringe	239.5	1.05	0	36.87	1.67	1.05	3.29	NA
00-Grn(Com)	vibracore	syringe	240.5	1.07	0	35.54	1.66	1.07	2.61	NA
00-Grn(Com)	vibracore	syringe	241.5	1.09	0	34.03	1.65	1.09	2.38	NA
00-Grn(Com)	vibracore	syringe	242.5	1.07	0	35.73	1.67	1.07	2.5	NA
00-Grn(Com)	vibracore	syringe	243.5	1.03	0	37.77	1.66	1.03	3.1	NA
00-Grn(Com)	vibracore	syringe	244.5	0.96	0	40.54	1.61	0.96	3.24	NA
00-Grn(Com)	vibracore	syringe	245.5	1.05	0	36.72	1.66	1.05	2.56	NA
00-Grn(Com)	vibracore	syringe	246.5	1.06	0	37.82	1.71	1.06	2.71	NA
00-Grn(Com)	vibracore	syringe	247.5	1.02	0	38.23	1.65	1.02	2.72	NA
00-Grn(Com)	vibracore	syringe	248.5	1.06	0	35.64	1.65	1.06	2.5	NA
00-Grn(Com)	vibracore	syringe	249.5	0.96	0	39.9	1.59	0.96	2.98	NA
00-Grn(Com)	vibracore	syringe	250.5	0.99	0	37.55	1.59	0.99	3.6	NA
00-Grn(Com)	vibracore	syringe	251.5	1.09	0	35.96	1.7	1.09	3.16	NA
00-Grn(Com)	vibracore	syringe	252.5	1.04	0	38.3	1.69	1.04	3.11	NA
00-Grn(Com)	vibracore	syringe	253.5	1.02	0	37.48	1.64	1.02	3.25	NA
00-Grn(Com)	vibracore	syringe	254.5	1.14	0	33.35	1.71	1.14	2.81	NA
00-Grn(Com)	vibracore	syringe	255.5	1.14	0	34.82	1.75	1.14	2.96	NA
00-Grn(Com)	vibracore	syringe	256.5	1.09	0	36.22	1.71	1.09	3.04	NA
00-Grn(Com)	vibracore	syringe	257.5	1.16	0	33.8	1.75	1.16	2.88	NA
00-Grn(Com)	vibracore	syringe	258.5	1.1	0	34.56	1.68	1.1	2.86	NA
00-Grn(Com)	vibracore	syringe	259.5	1.16	0	34.34	1.77	1.16	3.11	NA
00-Grn(Com)	vibracore	syringe	260.5	0.98	0	39.29	1.61	0.98	3.85	NA
00-Grn(Com)	vibracore	syringe	261.5	1.04	0	37.26	1.65	1.04	3.66	NA
00-Grn(Com)	vibracore	syringe	262.5	1.01	0	37.65	1.62	1.01	3.63	NA
00-Grn(Com)	vibracore	syringe	263.5	1.09	0	35.55	1.69	1.09	3.27	NA
00-Grn(Com)	vibracore	syringe	264.5	1.02	0	37.49	1.64	1.02	3.44	NA
00-Grn(Com)	vibracore	syringe	265.5	1.09	0	35.49	1.68	1.09	3.21	NA
00-Grn(Com)	vibracore	syringe	266.5	1.17	0	33.28	1.75	1.17	2.88	NA
00-Grn(Com)	vibracore	syringe	267.5	1.06	0	36.76	1.68	1.06	3.42	NA
00-Grn(Com)	vibracore	syringe	268.5	1.08	0	36.44	1.7	1.08	3.31	NA
00-Grn(Com)	vibracore	syringe	269.5	1.06	0	37.02	1.69	1.06	3.38	NA
00-Grn(Com)	vibracore	syringe	270.5	1.17	0	34.15	1.78	1.17	3.08	NA
00-Grn(Com)	vibracore	syringe	271.5	1.21	0	31.91	1.78	1.21	2.65	NA
00-Grn(Com)	vibracore	syringe	272.5	1.23	0	32.92	1.83	1.23	2.72	NA
00-Grn(Com)	vibracore	syringe	273.5	1.25	0	31.65	1.83	1.25	2.51	NA
00-Grn(Com)	vibracore	syringe	274.5	1.23	0	31.1	1.79	1.23	2.45	NA
00-Grn(Com)	vibracore	syringe	275.5	1.22	0	32.84	1.81	1.22	2.73	NA
00-Grn(Com)	vibracore	syringe	276.5	1.11	0	35.17	1.71	1.11	2.93	NA
00-Grn(Com)	vibracore	syringe	277.5	1.16	0	33.44	1.74	1.16	2.66	NA
00-Grn(Com)	vibracore	syringe	278.5	1.33	0	27.66	1.84	1.33	2.18	NA
00-Grn(Com)	vibracore	syringe	279.5	1.26	0	31.15	1.83	1.26	2.62	NA
00-Grn(Com)	vibracore	syringe	280.5	1.31	0	27.5	1.8	1.31	2.19	NA
00-Grn(Com)	vibracore	syringe	281.5	1.08	0	31.27	1.57	1.08	2.55	NA
00-Grn(Com)	vibracore	syringe	282.5	1.09	0	34.48	1.66	1.09	2.66	NA
00-Grn(Com)	vibracore	syringe	283.5	1.17	0	32.41	1.73	1.17	2.53	NA
00-Grn(Com)	vibracore	syringe	284.5	1.3	0	29.28	1.83	1.3	2.01	NA
00-Grn(Com)	vibracore	syringe	285.5	1.22	0	31.4	1.79	1.22	2.39	NA
00-Grn(Com)	vibracore	syringe	286.5	1.37	0	27.56	1.9	1.37	1.82	NA
00-Grn(Com)	vibracore	syringe	287.5	1.19	0	31.72	1.74	1.19	2.27	NA
00-Grn(Com)	vibracore	syringe	288.5	1.13	0	32.65	1.67	1.13	2.44	NA
00-Grn(Com)	vibracore	syringe	289.5	1.25	0	25.48	1.67	1.25	1.72	NA
00-Grn(Com)	vibracore	syringe	290.5	1.19	0	27.95	1.65	1.19	2	NA
00-Grn(Com)	vibracore	syringe	291.5	1.24	0	29.03	1.74	1.24	2.27	NA
00-Grn(Com)	vibracore	syringe	292.5	1.17	0	34.02	1.78	1.17	2.76	NA
00-Grn(Com)	vibracore	syringe	293.5	1.14	0	34.81	1.74	1.14	2.84	NA
00-Grn(Com)	vibracore	syringe	294.5	1.04	0	37.13	1.66	1.04	3.39	NA
00-Grn(Com)	vibracore	syringe	295.5	1.14	0	34.71	1.74	1.14	3.08	NA
00-Grn(Com)	vibracore	syringe	296.5	1.22	0	32.98	1.81	1.22	2.78	NA
00-Grn(Com)	vibracore	syringe	297.5	1.1	0	35.34	1.71	1.1	3	NA
00-Grn(Com)	vibracore	syringe	298.5	1.12	0	36.01	1.75	1.12	3.24	NA
00-Grn(Com)	vibracore	syringe	299.5	1.23	0	32.73	1.82	1.23	2.84	NA
00-Grn(Com)	vibracore	syringe	300.5	1.11	0	36.08	1.73	1.11	2.84	NA
00-Grn(Com)	vibracore	syringe	301.5	1.08	0	35.86	1.68	1.08	3.11	NA
00-Grn(Com)	vibracore	syringe	302.5	1.16	0	33.13	1.73	1.16	2.85	NA
00-Grn(Com)	vibracore	syringe	303.5	1.14	0	34.94	1.76	1.14	2.95	NA
00-Grn(Com)	vibracore	syringe	304.5	1.14	0	33.3	1.71	1.14	2.88	NA
00-Grn(Com)	vibracore	syringe	305.5	1.16	0	33.56	1.75	1.16	2.93	NA
00-Grn(Com)	vibracore	syringe	306.5	1.22	0	33.16	1.83	1.22	2.67	NA
00-Grn(Com)	vibracore	syringe	307.5	1.15	0	35.11	1.77	1.15	2.66	NA
00-Grn(Com)	vibracore	syringe	308.5	1.15	0	34.97	1.76	1.15	2.59	NA
00-Grn(Com)	vibracore	syringe	309.5	1.19	0	33.48	1.79	1.19	2.5	NA
00-Grn(Com)	vibracore	syringe	310.5	1.25	0	33.76	1.89	1.25	2.49	NA
00-Grn(Com)	vibracore	syringe	311.5	1.16	0	35.21	1.79	1.16	2.71	NA
00-Grn(Com)	vibracore	syringe	312.5	1.18	0	33.44	1.78	1.18	2.1	NA
00-Grn(Com)	vibracore	syringe	313.5	1.18	0	33.02	1.76	1.18	2.03	NA
00-Grn(Com)	vibracore	syringe	314.5	1.16	0	32.77	1.72	1.16	1.87	NA
00-Grn(Com)	vibracore	syringe	315.5	1.14	0	32.28	1.69	1.14	2.18	NA
00-Grn(Com)	vibracore	syringe	316.5	1.18	0	33.03	1.76	1.18	2.15	NA
00-Grn(Com)	vibracore	syringe	317.5	1.11	0	34.72	1.7	1.11	2.16	NA
00-Grn(Com)	vibracore	syringe	318.5	1.23	0	32.52	1.83	1.23	2.18	NA
00-Grn(Com)	vibracore	syringe	319.5	1.13	0	33.81	1.71	1.13	2.65	NA
00-Grn(Com)	vibracore	syringe	320.5	1.16	0	34.14	1.76	1.16	2.48	NA
00-Grn(Com)	vibracore	syringe	321.5	1.16	0	34.25	1.76	1.16	2.46	NA
00-Grn(Com)	vibracore	syringe	322.5	1.17	0	33.85	1.77	1.17	2.57	NA
00-Grn(Com)	vibracore	syringe	323.5	1.1	0	34.33	1.68	1.1	2.37	NA
00-Grn(Com)	vibracore	syringe	324.5	1.08	0	31.45	1.58	1.08	2.52	NA
00-Grn(Com)	vibracore	syringe	325.5	1.19	0	27.89	1.66	1.19	2.24	NA
00-Grn(Com)	vibracore	syringe	326.5	1.08	0	32.05	1.59	1.08	2.73	NA
00-Grn(Com)	vibracore	syringe	327.5	1.18	0	32.33	1.74	1.18	2.79	NA
00-Grn(Com)	vibracore	syringe	328.5	1.28	0	31.7	1.88	1.28	2.8	NA
00-Grn(Com)	vibracore	syringe	329.5	1.22	0	31.96	1.8	1.22	2.71	NA
00-Grn(Com)	vibracore	syringe	330.5	1.26	0	30.17	1.8	1.26	2.74	NA
00-Grn(Com)	vibracore	syringe	331.5	1.25	0	30.61	1.81	1.25	2.67	NA
00-Grn(Com)	vibracore	syringe	332.5	1.26	0	28.7	1.76	1.26	2.52	NA
00-Grn(Com)	vibracore	syringe	333.5	1.24	0	29.2	1.75	1.24	2.32	NA
00-Grn(Com)	vibracore	syringe	334.5	1.41	0	25.06	1.88	1.41	1.93	NA
00-Grn(Com)	vibracore	syringe	335.5	1.27	0	28.84	1.78	1.27	2.35	NA
00-Grn(Com)	vibracore	syringe	336.5	1.32	0	29.24	1.87	1.32	2.63	NA
00-Grn(Com)	vibracore	syringe	337.5	1.34	0	27.96	1.86	1.34	2.82	NA
00-Grn(Com)	vibracore	syringe	338.5	1.28	0	30.09	1.84	1.28	2.74	NA
00-Grn(Com)	vibracore	syringe	339.5	1.43	0	27.81	1.99	1.43	2.51	NA
00-Grn(Com)	vibracore	syringe	340.5	1.35	0	29	1.9	1.35	2.52	NA
00-Grn(Com)	vibracore	syringe	341.5	1.24	0	30.15	1.78	1.24	2.51	NA
00-Grn(Com)	vibracore	syringe	342.5	1.19	0	31.37	1.74	1.19	2.72	NA
00-Grn(Com)	vibracore	syringe	343.5	1.31	0	31.18	1.9	1.31	2.89	NA
00-Grn(Com)	vibracore	syringe	344.5	1.27	0	30.59	1.83	1.27	2.74	NA
00-Grn(Com)	vibracore	syringe	345.5	1.26	0	30.19	1.8	1.26	2.6	NA
00-Grn(Com)	vibracore	syringe	346.5	1.33	0	28.27	1.85	1.33	2.57	NA
00-Grn(Com)	vibracore	syringe	347.5	1.33	0	30.9	1.92	1.33	2.69	NA
00-Grn(Com)	vibracore	syringe	348.5	1.35	0	29.52	1.91	1.35	2.48	NA
00-Grn(Com)	vibracore	syringe	349.5	1.29	0	29.55	1.83	1.29	2.47	NA
00-Grn(Com)	vibracore	syringe	350.5	1.26	0	29.62	1.79	1.26	2.75	NA
00-Grn(Com)	vibracore	syringe	351.5	1.24	0	31.18	1.81	1.24	2.77	NA
00-Grn(Com)	vibracore	syringe	352.5	1.22	0	32.74	1.81	1.22	2.97	NA
00-Grn(Com)	vibracore	syringe	353.5	1.15	0	33.69	1.73	1.15	2.94	NA
00-Grn(Com)	vibracore	syringe	354.5	1.2	0	34.48	1.83	1.2	2.52	NA
00-Grn(Com)	vibracore	syringe	355.5	1.18	0	33.7	1.78	1.18	2.49	NA
00-Grn(Com)	vibracore	syringe	356.5	1.29	0	30.93	1.86	1.29	2.27	NA
00-Grn(Com)	vibracore	syringe	357.5	1.25	0	29.33	1.77	1.25	2.29	NA
00-Grn(Com)	vibracore	syringe	358.5	1.43	0	27.6	1.98	1.43	1.97	NA
00-Grn(Com)	vibracore	syringe	359.5	1.25	0	29.03	1.77	1.25	2.08	NA
00-Grn(Com)	vibracore	syringe	360.5	1.25	0	31.65	1.83	1.25	2.5	NA
00-Grn(Com)	vibracore	syringe	361.5	1.29	0	33.13	1.93	1.29	2.53	NA
00-Grn(Com)	vibracore	syringe	362.5	1.14	0	33.46	1.72	1.14	2.62	NA
00-Grn(Com)	vibracore	syringe	363.5	1.26	0	34.13	1.91	1.26	2.82	NA
00-Grn(Com)	vibracore	syringe	364.5	1.2	0	31.62	1.75	1.2	2.63	NA
00-Grn(Com)	vibracore	syringe	365.5	1.09	0	36.27	1.71	1.09	3.37	NA
00-Grn(Com)	vibracore	syringe	366.5	1.08	0	35.74	1.68	1.08	3.42	NA
00-Grn(Com)	vibracore	syringe	367.5	0.95	0	40.78	1.61	0.95	3.92	NA
00-Grn(Com)	vibracore	syringe	368.5	0.96	0	40.03	1.6	0.96	3.86	NA
00-Grn(Com)	vibracore	syringe	369.5	1.05	0	37.98	1.7	1.05	3.69	NA
00-Grn(Com)	vibracore	syringe	370.5	1.24	0	36.48	1.96	1.24	3.55	NA
00-Grn(Com)	vibracore	syringe	371.5	1.19	0	33.51	1.79	1.19	3.15	NA
00-Grn(Com)	vibracore	syringe	372.5	1.1	0	38.61	1.8	1.1	3.53	NA
00-Grn(Com)	vibracore	syringe	373.5	1	0	37.68	1.6	1	3.72	NA
00-Grn(Com)	vibracore	syringe	374.5	1.15	0	33.31	1.72	1.15	3.28	NA
00-Grn(Com)	vibracore	syringe	375.5	0.96	0	40.92	1.62	0.96	4.1	NA
00-Grn(Com)	vibracore	syringe	376.5	0.93	0	41.18	1.58	0.93	4.21	NA
00-Grn(Com)	vibracore	syringe	377.5	0.92	0	41.22	1.57	0.92	2.98	NA
00-Grn(Com)	vibracore	syringe	378.5	0.89	0	41.92	1.53	0.89	3.26	NA
00-Grn(Com)	vibracore	syringe	379.5	0.94	0	42.95	1.64	0.94	3.25	NA
00-Grn(Com)	vibracore	syringe	380.5	0.9	0	43.02	1.58	0.9	3.29	NA
00-Grn(Com)	vibracore	syringe	381.5	0.91	0	42.08	1.57	0.91	3.22	NA
00-Grn(Com)	vibracore	syringe	382.5	0.99	0	38.14	1.6	0.99	2.62	NA
00-Grn(Com)	vibracore	syringe	383.5	0.9	0	44.35	1.62	0.9	3.8	NA
00-Grn(Com)	vibracore	syringe	384.5	0.96	0	37.74	1.54	0.96	3.73	NA
00-Grn(Com)	vibracore	syringe	385.5	0.92	0	40.91	1.57	0.92	4.11	NA
00-Grn(Com)	vibracore	syringe	386.5	1.11	0	36.04	1.73	1.11	3.17	NA
00-Grn(Com)	vibracore	syringe	387.5	1.18	0	34.3	1.8	1.18	2.73	NA
00-Grn(Com)	vibracore	syringe	388.5	1.07	0	34.57	1.64	1.07	2.86	NA
00-Grn(Com)	vibracore	syringe	389.5	0.94	0	42.27	1.62	0.94	4.02	NA
00-Grn(Com)	vibracore	syringe	390.5	1.01	0	38.79	1.66	1.01	3.88	NA
00-Grn(Com)	vibracore	syringe	391.5	0.98	0	39.24	1.61	0.98	3.81	NA
00-Grn(Com)	vibracore	syringe	392.5	1.21	0	34.57	1.85	1.21	3.23	NA
00-Grn(Com)	vibracore	syringe	393.5	1.13	0	34.23	1.71	1.13	3.29	NA
00-Grn(Com)	vibracore	syringe	394.5	1.26	0	33.91	1.91	1.26	3.2	NA
00-Grn(Com)	vibracore	syringe	395.5	1.17	0	33.8	1.76	1.17	3.48	NA
00-Grn(Com)	vibracore	syringe	396.5	1.11	0	34.19	1.69	1.11	3.47	NA
00-Grn(Com)	vibracore	syringe	397.5	1.15	0	35.01	1.78	1.15	3.56	NA
00-Grn(Com)	vibracore	syringe	398.5	1.09	0	37.44	1.73	1.09	3.73	NA
00-Grn(Com)	vibracore	syringe	399.5	1.1	0	36.06	1.73	1.1	3.67	NA
00-Grn(Com)	vibracore	syringe	400.5	1.1	0	35.73	1.71	1.1	3.52	NA
00-Grn(Com)	vibracore	syringe	401.5	1.18	0	32.14	1.74	1.18	3.34	NA
00-Grn(Com)	vibracore	syringe	402.5	1.2	0	34.61	1.84	1.2	3.27	NA
00-Grn(Com)	vibracore	syringe	403.5	1.28	0	33.97	1.95	1.28	3.26	NA
00-Grn(Com)	vibracore	syringe	404.5	1.19	0	35.1	1.83	1.19	3.37	NA
00-Grn(Com)	vibracore	syringe	405.5	1.26	0	33.26	1.88	1.26	3.26	NA
00-Grn(Com)	vibracore	syringe	406.5	1.18	0	35.7	1.83	1.18	3.23	NA
00-Grn(Com)	vibracore	syringe	407.5	1.27	0	32.31	1.87	1.27	2.99	NA
00-Grn(Com)	vibracore	syringe	408.5	1.13	0	34.76	1.74	1.13	3.35	NA
00-Grn(Com)	vibracore	syringe	409.5	1.19	0	33.05	1.77	1.19	3.19	NA
00-Grn(Com)	vibracore	syringe	410.5	1.28	0	33.07	1.92	1.28	3.17	NA
00-Grn(Com)	vibracore	syringe	411.5	1.28	0	31.84	1.88	1.28	3.04	NA
00-Grn(Com)	vibracore	syringe	412.5	1.25	0	33.22	1.87	1.25	3.17	NA
00-Grn(Com)	vibracore	syringe	413.5	1.27	0	32.91	1.9	1.27	2.66	NA
00-Grn(Com)	vibracore	syringe	414.5	1.29	0	31.91	1.89	1.29	2.78	NA
00-Grn(Com)	vibracore	syringe	415.5	1.21	0	34.19	1.84	1.21	3.1	NA
00-Grn(Com)	vibracore	syringe	416.5	1.22	0	31.27	1.78	1.22	2.96	NA
00-Grn(Com)	vibracore	syringe	417.5	1.2	0	34.28	1.83	1.2	3.01	NA
00-Grn(Com)	vibracore	syringe	418.5	1.21	0	32.47	1.8	1.21	2.83	NA
00-Grn(Com)	vibracore	syringe	419.5	1.13	0	34.78	1.73	1.13	2.57	NA
00-Grn(Com)	vibracore	syringe	420.5	1.31	0	32.71	1.94	1.31	2.58	NA
00-Grn(Com)	vibracore	syringe	421.5	1.15	0	32.18	1.69	1.15	2.57	NA
00-Grn(Com)	vibracore	syringe	422.5	1.21	0	27.04	1.66	1.21	2.08	NA
00-Grn(Com)	vibracore	syringe	423.5	1.4	0	27.58	1.94	1.4	2.2	NA
00-Grn(Com)	vibracore	syringe	424.5	1.15	0	30.8	1.66	1.15	2.44	NA
00-Grn(Com)	vibracore	syringe	425.5	1.27	0	31.38	1.85	1.27	2.34	NA
00-Grn(Com)	vibracore	syringe	426.5	1.17	0	34.14	1.78	1.17	2.47	NA
00-Grn(Com)	vibracore	syringe	427.5	1.22	0	31.36	1.78	1.22	1.96	NA
00-Grn(Com)	vibracore	syringe	428.5	1.15	0	32.14	1.69	1.15	2.18	NA
00-Grn(Com)	vibracore	syringe	429.5	1.36	0	30	1.94	1.36	2.03	NA
00-Grn(Com)	vibracore	syringe	430.5	1.18	0	33.83	1.78	1.18	2.49	NA
00-Grn(Com)	vibracore	syringe	431.5	1.25	0	30.83	1.8	1.25	2.29	NA
00-Grn(Com)	vibracore	syringe	432.5	1.14	0	35.06	1.75	1.14	2.52	NA
00-Grn(Com)	vibracore	syringe	433.5	1.09	0	34	1.65	1.09	2.52	NA
00-Grn(Com)	vibracore	syringe	434.5	1.12	0	34.65	1.71	1.12	2.57	NA
00-Grn(Com)	vibracore	syringe	435.5	1.15	0	33.56	1.73	1.15	2.5	NA
00-Grn(Com)	vibracore	syringe	436.5	1.21	0	30.86	1.75	1.21	2.34	NA
00-Grn(Com)	vibracore	syringe	437.5	1.17	0	31.81	1.71	1.17	2.43	NA
00-Grn(Com)	vibracore	syringe	438.5	1.17	0	32.13	1.73	1.17	2.41	NA
00-Grn(Com)	vibracore	syringe	439.5	1.27	0	30.18	1.82	1.27	2.02	NA
00-Grn(Com)	vibracore	syringe	440.5	1.19	0	31.25	1.74	1.19	2.12	NA
00-Grn(Com)	vibracore	syringe	441.5	1.17	0	31.72	1.72	1.17	2.39	NA
00-Grn(Com)	vibracore	syringe	442.5	1.2	0	32.92	1.78	1.2	2.4	NA
00-Grn(Com)	vibracore	syringe	443.5	1.22	0	32.12	1.8	1.22	2.53	NA
00-Grn(Com)	vibracore	syringe	444.5	1.12	0	35.15	1.72	1.12	2.71	NA
